postal_code,lat,lng,latlon
M4G,43.70561065613986,-79.36077468518098,43.70561065613986|-79.36077468518098
M4G,43.705629302150726,-79.36102831503376,43.705629302150726|-79.36102831503376
M4G,43.70568229146645,-79.36077693042236,43.70568229146645|-79.36077693042236
M4H 1C3,43.705689,-79.346018,43.705689|-79.346018
M4G,43.7057389,-79.3604382,43.7057389|-79.3604382
M4H,43.70575095291481,-79.35205378554073,43.70575095291481|-79.35205378554073
M4H 1C3,43.70581,-79.347044,43.70581|-79.347044
M6L 1C4,43.70586397728155,-79.4885730743408,43.705863977281545|-79.4885730743408
M6M,43.705890999999994,-79.487841,43.705890999999994|-79.487841
M4H 1G9,43.70592323006134,-79.35152127765923,43.70592323006134|-79.35152127765923
M4G 3V1,43.70602053200777,-79.36132913641597,43.70602053200777|-79.36132913641597
M4G 3V1,43.70602656677556,-79.36086417950665,43.70602656677556|-79.36086417950665
M4G,43.70605947915959,-79.36183454315713,43.70605947915959|-79.36183454315713
M4G 3B8,43.70609257849739,-79.37521557074281,43.70609257849739|-79.37521557074281
M4G,43.70611573147322,-79.36054145695127,43.70611573147322|-79.36054145695127
M4G,43.706141306111306,-79.3618288170822,43.706141306111306|-79.3618288170822
M1L 3G8,43.706167,-79.289013,43.706167|-79.289013
M4G,43.70617277,-79.36065194,43.70617277|-79.36065194
M4H 1B6,43.706275,-79.34467,43.706275|-79.34467
M4H 1C3,43.7063562,-79.34564259999998,43.7063562|-79.34564259999999
M4G 3B8,43.70635,-79.375011,43.70635|-79.375011
M4G 4C5,43.706403678122356,-79.3571624797495,43.706403678122356|-79.3571624797495
M4G 4C5,43.70643262604978,-79.35975310254634,43.70643262604978|-79.35975310254634
M4G,43.706564,-79.35959100000002,43.706564|-79.35959100000001
M1N,43.706676,-79.25025699999998,43.706676|-79.25025699999999
M4G 3B8,43.70674220103306,-79.37560422619089,43.70674220103306|-79.37560422619089
M4G 3V3,43.70693351467496,-79.36226108591484,43.70693351467496|-79.36226108591484
M4G 4E9,43.707029999999996,-79.375753,43.707029999999996|-79.375753
M4G 4E9,43.707029,-79.37568,43.707029|-79.37568
M4G 4E9,43.707050786858865,-79.3757560976803,43.707050786858844|-79.3757560976803
M4H 1C3,43.70705091308799,-79.34809335034059,43.70705091308799|-79.34809335034059
M9N 2T3,43.70712926044647,-79.50450375024332,43.707129260446465|-79.50450375024332
M4G 4E9,43.70727157224929,-79.37583338101531,43.70727157224929|-79.37583338101531
M4P 3A2,43.70730359911104,-79.39690136703626,43.707303599111036|-79.39690136703626
M4H 1P1,43.70736053098986,-79.34314104727267,43.70736053098986|-79.34314104727267
M4R,43.70743,-79.40535899999998,43.70743|-79.40535899999999
M1N 1V2,43.70745735096786,-79.25043918907095,43.707457350967864|-79.25043918907095
M4G 4E9,43.70754099358983,-79.37588021310856,43.707540993589824|-79.37588021310856
M6M 4A2,43.707646600000004,-79.4766453,43.707646600000004|-79.4766453
M4H 1M5,43.70778604236637,-79.34413242874473,43.70778604236637|-79.34413242874473
M4H 1C4,43.7078089496658,-79.34304867541769,43.7078089496658|-79.34304867541769
M4H 1M2,43.70782435998825,-79.34344628586337,43.70782435998825|-79.34344628586337
M4H 1C4,43.707886891041746,-79.34337168180079,43.707886891041746|-79.34337168180079
M4H 1C4,43.707899,-79.343347,43.707899|-79.343347
M4H,43.708056671215886,-79.34263647483004,43.708056671215886|-79.34263647483004
M4H 1C4,43.7080751573203,-79.34298516936221,43.7080751573203|-79.3429851693622
M4G 1Z2,43.7080995557005,-79.35905992984772,43.7080995557005|-79.35905992984772
M4H 1N5,43.70811251975841,-79.34357902389091,43.70811251975841|-79.34357902389091
M4H,43.708239752282864,-79.34269885561817,43.708239752282864|-79.34269885561817
M4B 2K3,43.708313000000004,-79.29595400000002,43.708313000000004|-79.29595400000001
M6B 3S7,43.708329,-79.45348800000002,43.708329|-79.45348800000001
M6L 1A7,43.708493148472606,-79.47584867477417,43.7084931484726|-79.47584867477417
M1M,43.70860936539727,-79.23075013891413,43.708609365397265|-79.23075013891413
M6L 1A7,43.70872949815829,-79.4748886291937,43.70872949815828|-79.4748886291937
M6L 1A7,43.70886628404018,-79.47574171914273,43.70886628404018|-79.47574171914273
M6L 1A7,43.70891092153003,-79.47602154779158,43.70891092153003|-79.47602154779158
M6L 1A7,43.708956264417886,-79.47618633196096,43.708956264417886|-79.47618633196096
M6B 3J6,43.709111,-79.44393000000002,43.709111|-79.44393000000001
M4G 1Z4,43.70926720873771,-79.36222761869429,43.70926720873771|-79.36222761869429
M4B 1X7,43.709362,-79.31500600000003,43.709362|-79.31500600000001
M3C,43.70944031643773,-79.33595832178275,43.70944031643773|-79.33595832178275
M3C,43.70988408932602,-79.33443449150302,43.70988408932602|-79.33443449150302
M4G,43.710011667931134,-79.36351433524794,43.710011667931134|-79.36351433524794
M6B 2L8,43.7100679,-79.45344109999998,43.7100679|-79.45344109999999
M4G,43.710147822374104,-79.36311534233931,43.710147822374104|-79.36311534233931
M1L 3H3,43.710194,-79.29087,43.710194|-79.29087
M4G 4H9,43.71041010856162,-79.36185814836223,43.71041010856162|-79.36185814836223
M4G 3W3,43.7104921,-79.3638312,43.7104921|-79.3638312
M4G 4H9,43.710510263193854,-79.36158441272885,43.71051026319385|-79.36158441272885
M4G 4H9,43.71057130446395,-79.36028703241084,43.71057130446395|-79.36028703241084
M6B 2P9,43.710799007234364,-79.45678920236378,43.71079900723436|-79.45678920236378
M1L,43.71115104374147,-79.2794692351292,43.711151043741474|-79.2794692351292
M4G 3W8,43.7116872,-79.3637718,43.7116872|-79.3637718
M4P 1S7,43.71172425648975,-79.37971924793355,43.71172425648975|-79.37971924793355
M4P 1S7,43.7118247550014,-79.37960477589266,43.71182475500141|-79.37960477589266
M4G 2B9,43.71245206628728,-79.35308334020402,43.71245206628728|-79.35308334020402
M6B 3T7,43.71249767344348,-79.454805860778,43.71249767344348|-79.454805860778
M4G 2B9,43.71250300000001,-79.353145,43.712503000000005|-79.353145
M6A,43.7125829900812,-79.46521655298696,43.7125829900812|-79.46521655298696
M3C,43.71260548930432,-79.33875856000347,43.71260548930432|-79.33875856000347
M4P 2L7,43.712641203974435,-79.39155655199943,43.712641203974435|-79.39155655199943
M4G 2H5,43.71268189999999,-79.3626365,43.71268189999999|-79.3626365
M4G 4B4,43.712711990432545,-79.35838937759401,43.712711990432545|-79.35838937759401
M6B 3W3,43.712714081081764,-79.46195029095392,43.712714081081764|-79.46195029095392
M4G 4C9,43.71293712,-79.35992831,43.71293712|-79.35992831
M4P 1Z8,43.71312601210132,-79.39353747528044,43.71312601210132|-79.39353747528044
M4P 1Z8,43.713236064132516,-79.3938728363979,43.713236064132516|-79.3938728363979
M4G 4G9,43.713265579296,-79.36652040161064,43.713265579296|-79.36652040161064
M3C,43.713363035946685,-79.34185536472825,43.713363035946685|-79.34185536472825
M4G 2L5,43.71358733310499,-79.36156776119117,43.71358733310499|-79.36156776119117
M4G 4B7,43.7138435,-79.3591035,43.7138435|-79.3591035
M3C,43.71399796570365,-79.3354839499425,43.71399796570365|-79.3354839499425
M3C,43.71401101858947,-79.33429628953289,43.71401101858947|-79.33429628953289
M6A 1C4,43.71403752938871,-79.45683864800587,43.71403752938871|-79.45683864800587
M3C,43.714038,-79.334223,43.714038|-79.334223
M3C,43.71404434581394,-79.33499992750718,43.71404434581394|-79.33499992750718
M4G 4J3,43.71410980409213,-79.35839742422105,43.71410980409213|-79.35839742422105
M4G 3E4,43.71415800000001,-79.37809809999997,43.714158000000005|-79.37809809999999
M4G 4J3,43.7141708,-79.35776209999999,43.7141708|-79.35776209999999
M3C,43.71418717139566,-79.3358799164306,43.71418717139566|-79.3358799164306
M3C,43.71440700906993,-79.33370230230358,43.71440700906993|-79.33370230230358
M4G 3E4,43.71446846114807,-79.37806606292719,43.71446846114807|-79.37806606292719
M4B 3E2,43.714638565184536,-79.31554900448066,43.71463856518454|-79.31554900448066
M3C,43.71469244806622,-79.3338172797623,43.71469244806621|-79.3338172797623
M4B,43.71511247904835,-79.30536141584285,43.71511247904834|-79.30536141584285
M9N,43.715148,-79.50754599999998,43.715148|-79.50754599999999
M9N,43.71517525016472,-79.52581786941177,43.71517525016472|-79.52581786941177
M1L 1Z8,43.715234291845036,-79.28650639185544,43.71523429184504|-79.28650639185544
M6A 3B4,43.71526400000001,-79.44683,43.715264000000005|-79.44683
M4B 3H6,43.715340142096565,-79.30878110509519,43.715340142096565|-79.30878110509519
M6L 2N9,43.71538724093072,-79.48000374897326,43.71538724093072|-79.48000374897326
M4P 2M5,43.715499149106904,-79.39288125988016,43.7154991491069|-79.39288125988016
M6B,43.71565715644059,-79.44409374568316,43.71565715644059|-79.44409374568316
M6B,43.71572111342306,-79.44422365301178,43.71572111342306|-79.44422365301178
M6A 2X1,43.71588975462122,-79.46818846540778,43.71588975462122|-79.46818846540778
M1L,43.716187,-79.28293599999998,43.716187|-79.28293599999999
M3C 1T3,43.71640327769429,-79.33940197624071,43.71640327769429|-79.33940197624068
M6A 1B4,43.716465145612105,-79.44712892224754,43.716465145612105|-79.44712892224754
M6A 2T1,43.716469297430535,-79.45489790603291,43.71646929743054|-79.45489790603291
M6A,43.7165437,-79.4459263,43.7165437|-79.4459263
M6A,43.716554445583704,-79.44744944572442,43.716554445583704|-79.44744944572442
M6A,43.716623999999996,-79.44738000000002,43.716623999999996|-79.44738000000001
M6A,43.716651,-79.44726700000002,43.716651|-79.44726700000001
M6A,43.716656,-79.447257,43.716656|-79.447257
M6A 2X1,43.716671999999996,-79.467415,43.716671999999996|-79.467415
M6A,43.71668648386876,-79.44718510902453,43.71668648386876|-79.44718510902453
M6A,43.71668669658536,-79.44747299222054,43.71668669658536|-79.44747299222054
M6A 1B4,43.7166,-79.447,43.7166|-79.447
M3C 1T3,43.716707,-79.338893,43.716707|-79.338893
M3C 1T3,43.716742767068624,-79.33885683924288,43.716742767068624|-79.33885683924288
M6A,43.716794833175896,-79.4462692737579,43.716794833175896|-79.4462692737579
M6A,43.717134,-79.44736,43.717134|-79.44736
M1N,43.71722130806936,-79.25474805484917,43.71722130806937|-79.25474805484917
M6A 2T1,43.71722432853837,-79.45622274434871,43.71722432853837|-79.4562227443487
M9M,43.7172805,-79.53700450000002,43.7172805|-79.53700450000001
M4A 2T7,43.71755636140195,-79.3134339002133,43.71755636140195|-79.3134339002133
M4N 3R6,43.71765439,-79.40043421,43.71765439|-79.40043421
M6A 2W4,43.71784220022087,-79.46223069665501,43.717842200220865|-79.46223069665501
M4N 1A5,43.71784940261987,-79.39446108984642,43.71784940261987|-79.39446108984642
M6A 1M4,43.71787829,-79.46724603,43.71787829|-79.46724603
M4G 2S8,43.71799736290267,-79.36017671790366,43.71799736290267|-79.36017671790366
M6A 1M4,43.717997,-79.46672,43.717997|-79.46672
M6B 3B6,43.718095993245285,-79.42956472273944,43.718095993245285|-79.42956472273944
M6A 1M4,43.718121000000004,-79.467567,43.718121000000004|-79.467567
M6B 3B6,43.718126717146674,-79.42941895940547,43.718126717146674|-79.42941895940547
M6A 2X3,43.718431101584265,-79.46851256833588,43.718431101584265|-79.46851256833588
M6A 3B2,43.718516267531356,-79.45585522412502,43.71851626753136|-79.45585522412502
M6A 1M4,43.718548999999996,-79.466697,43.718548999999996|-79.466697
M6A 1M4,43.718898553135396,-79.46469467303574,43.7188985531354|-79.46469467303574
M6A 2T3,43.718923,-79.45671800000002,43.718923|-79.45671800000001
M3L 1A5,43.718987995269316,-79.5145564900828,43.718987995269316|-79.5145564900828
M6A 1L9,43.7191804440613,-79.46036020806626,43.7191804440613|-79.46036020806626
M6A 1L9,43.71926903,-79.46027600000002,43.71926903|-79.46027600000001
M6A 1A3,43.7193869,-79.43079559999998,43.7193869|-79.43079559999998
M6A 1P7,43.7194274,-79.46799490000002,43.7194274|-79.46799490000001
M6L 2P2,43.719462802508936,-79.48075509183974,43.719462802508936|-79.48075509183974
M3L 1A5,43.71956820000001,-79.51085309999998,43.719568200000005|-79.51085309999999
M6A 1A3,43.71957472930004,-79.43083218191845,43.71957472930004|-79.43083218191845
M6A,43.71959476063143,-79.43279877315946,43.71959476063143|-79.43279877315946
M4A 1E7,43.71973292043168,-79.31401716097572,43.71973292043168|-79.31401716097572
M6A,43.719793,-79.430534,43.719793|-79.430534
M3C 3G8,43.719812,-79.331564,43.719812|-79.331564
M4R,43.71994664574377,-79.40079419830145,43.71994664574377|-79.40079419830145
M6A 3E5,43.7200428099426,-79.43109456040295,43.7200428099426|-79.43109456040295
M9M 2R9,43.720106,-79.53749599999998,43.720106|-79.53749599999999
M6A 2T3,43.720179318391246,-79.45621855808366,43.72017931839125|-79.45621855808366
M4A 1E7,43.720228999999996,-79.31356099999998,43.720228999999996|-79.31356099999999
M6A 2A1,43.720349,-79.430194,43.720349|-79.430194
M3C 3L7,43.72035794107149,-79.35248229977486,43.72035794107149|-79.35248229977486
M6A 2A3,43.72042774444331,-79.42955633385044,43.72042774444331|-79.42955633385044
M6A 3E5,43.72047885372751,-79.4308862072857,43.72047885372751|-79.4308862072857
M6A 1L7,43.720728,-79.45746700000002,43.720728|-79.45746700000001
M3C 3L7,43.720759307592104,-79.35274630753041,43.720759307592104|-79.35274630753041
M3C 3C6,43.72093136943524,-79.33718506953987,43.72093136943524|-79.33718506953987
M1M 1N2,43.72100515830478,-79.23778954268072,43.721005158304784|-79.23778954268072
M6A 2M7,43.72121081428544,-79.44456338882445,43.72121081428544|-79.44456338882445
M1M 3H6,43.721211600000004,-79.2422538,43.721211600000004|-79.2422538
M1L,43.72159600000001,-79.28898000000002,43.721596000000005|-79.28898000000001
M4G,43.721629520798295,-79.37642455101012,43.721629520798295|-79.37642455101012
M4G,43.72178602413268,-79.37415043723831,43.72178602413268|-79.37415043723831
M4G,43.72181380411456,-79.37652042626513,43.721813804114554|-79.37652042626513
M4A 2M5,43.7220856,-79.30093000000002,43.7220856|-79.30093000000001
M1L 0H2,43.72225,-79.28943100000002,43.72225|-79.28943100000001
M1L 4B7,43.722260999999996,-79.286265,43.722260999999996|-79.286265
M3C,43.722317137588576,-79.35549634368492,43.722317137588576|-79.35549634368492
M3C,43.7227042,-79.3375083,43.7227042|-79.3375083
M3C,43.722704,-79.337508,43.722704|-79.337508
M3C,43.72289725323043,-79.33911703526974,43.72289725323043|-79.33911703526974
M1L,43.72341286761564,-79.29961681365967,43.723412867615636|-79.29961681365967
M1L,43.723629700000004,-79.2989781,43.723629700000004|-79.2989781
M1L 4V9,43.724004799999996,-79.2895807,43.724004799999996|-79.2895807
M1L,43.724034,-79.30067700000002,43.724034|-79.30067700000001
M6A 2Z9,43.724054140259064,-79.46339833125026,43.724054140259064|-79.46339833125026
M1L,43.72410279301944,-79.29991656949042,43.72410279301944|-79.29991656949042
M6A,43.72413142548128,-79.45404167853917,43.72413142548128|-79.45404167853917
M6A,43.72416755096064,-79.4539350271225,43.72416755096064|-79.4539350271225
M6A,43.7242617,-79.4531034,43.7242617|-79.4531034
M1L 4T7,43.724360499999996,-79.28751590000002,43.724360499999996|-79.28751590000002
M6A,43.72437763616194,-79.45364623619574,43.72437763616194|-79.45364623619574
M6A,43.72441808783238,-79.45411370736859,43.72441808783238|-79.45411370736859
M6A,43.72442841150937,-79.45368869884041,43.72442841150937|-79.45368869884041
M6A,43.724455605366344,-79.45278705108937,43.724455605366344|-79.45278705108937
M6A,43.72451893248142,-79.45270961233477,43.72451893248142|-79.45270961233477
M6A,43.724624706394756,-79.45166362398024,43.724624706394756|-79.45166362398024
M6A,43.724684,-79.454172,43.724684|-79.454172
M6A,43.724685,-79.454151,43.724685|-79.454151
M6A,43.724775,-79.45538,43.724775|-79.45538
M6A,43.724804999999996,-79.455377,43.724804999999996|-79.455377
M6A,43.72485800000001,-79.452096,43.724858000000005|-79.452096
M6A,43.724859404465114,-79.45147806645349,43.724859404465114|-79.45147806645349
M6A,43.7248736,-79.4555364,43.7248736|-79.4555364
M5M 1A1,43.724878000000004,-79.40249,43.724878000000004|-79.40249
M6A,43.72508436920864,-79.44763384127717,43.72508436920864|-79.44763384127717
M1L,43.725089000000004,-79.29803299999998,43.725089000000004|-79.29803299999999
M6A,43.72513789999999,-79.452086,43.72513789999999|-79.452086
M6A,43.725146367972975,-79.45297438060997,43.725146367972975|-79.45297438060997
M6A,43.72518987998329,-79.45326085451003,43.72518987998329|-79.45326085451003
M6A,43.725195973059655,-79.45399822742344,43.725195973059655|-79.45399822742344
M6A,43.725278,-79.44966600000002,43.725278|-79.44966600000001
M6A,43.72537139168907,-79.45211295700837,43.72537139168907|-79.45211295700837
M6A,43.725402,-79.450654,43.725402|-79.450654
M6A,43.725469563870774,-79.45199960939352,43.725469563870774|-79.45199960939352
M6A,43.72548184266099,-79.45273563264436,43.72548184266099|-79.45273563264436
L4K 2N9,43.83183,-79.52689000000002,43.83183|-79.52689000000001
L4K 2N9,43.834148529061785,-79.52093794941901,43.83414852906179|-79.52093794941901
L4K,43.83663953848272,-79.50489431619644,43.836639538482714|-79.50489431619644
L6A,43.84446957201185,-79.54248762030271,43.844469572011846|-79.54248762030271
L6A 3P9,43.849223,-79.53276899999999,43.849222999999995|-79.53276899999999
L6A 3N9,43.84958510000001,-79.53505729999998,43.849585100000006|-79.53505729999999
L6A 3N9,43.84965800000001,-79.534885,43.849658000000005|-79.534885
L6A 3L2,43.850641,-79.532257,43.850640999999996|-79.532257
L6A,43.855056,-79.51281800000002,43.855056|-79.51281800000001
L6A 4V6,43.8559833,-79.51264859999998,43.8559833|-79.51264859999999
M1K 2R4,43.73490200000001,-79.25974000000002,43.734902000000005|-79.25974000000001
M1K,43.73529408798312,-79.25274019257232,43.735294087983114|-79.25274019257232
M1K 2S2,43.73594110000001,-79.2488052,43.735941100000005|-79.2488052
M2N,43.760059999999996,-79.410862,43.760059999999996|-79.410862
M2N 5X2,43.762221000000004,-79.410762,43.762221000000004|-79.410762
M2N 3A6,43.763872,-79.40025109999998,43.763872|-79.40025109999999
M2N 3A9,43.76397143768717,-79.39886788029243,43.763971437687175|-79.39886788029243
M2N 3B1,43.764587,-79.39806899999998,43.764587|-79.39806899999999
M2N 6A3,43.765116314683894,-79.40013276871571,43.765116314683894|-79.4001327687157
M2N 6R8,43.766690000000004,-79.4121,43.766690000000004|-79.4121
M2N 7C7,43.76835300000001,-79.413046,43.768353000000005|-79.413046
M2N 0E6,43.776573,-79.41441999999998,43.776573|-79.41441999999999
M2N 6K7,43.77731465045196,-79.41470503807071,43.77731465045196|-79.4147050380707
M2M 3T9,43.780178,-79.41640799999998,43.780178|-79.41640799999999
M1T 3K8,43.78050473445371,-79.29884391314476,43.780504734453714|-79.29884391314476
M2M,43.78137662888332,-79.41566526889802,43.781376628883315|-79.41566526889802
M1S 2C1,43.7864676703844,-79.27569314969834,43.786467670384404|-79.27569314969834
M1V,43.8045067306376,-79.28764879703522,43.80450673063759|-79.28764879703522
K0C,45.37565900000001,-74.90241999999998,45.375659000000006|-74.90241999999999
K0C,45.385821755469465,-74.90333433865435,45.38582175546946|-74.90333433865435
K0C,45.386509000000004,-74.906195,45.386509000000004|-74.906195
M6A,43.72549729371171,-79.45180914321544,43.72549729371171|-79.45180914321544
M6A,43.7256858,-79.4502545,43.725685799999994|-79.4502545
M6A,43.72572520000001,-79.45258805,43.72572520000001|-79.45258805
M3M 1H2,43.725741,-79.48300040000002,43.725741|-79.48300040000001
M6A,43.72575283016322,-79.45496511150792,43.72575283016322|-79.45496511150792
M6A,43.72581378585372,-79.45098261172777,43.72581378585372|-79.45098261172777
M6A,43.72589060872694,-79.45228793710399,43.72589060872694|-79.45228793710399
M6A,43.725939707947155,-79.45222775066644,43.725939707947155|-79.45222775066644
M6A,43.725983,-79.45240799999998,43.725983|-79.45240799999999
M6A,43.7259875,-79.4542377,43.7259875|-79.4542377
M6A,43.7260545,-79.4494431,43.7260545|-79.4494431
M4A,43.726086,-79.31362,43.726085999999995|-79.31362
M5M,43.7261062,-79.4024843,43.726106200000004|-79.4024843
M6A,43.726137741274506,-79.45210637051972,43.726137741274506|-79.45210637051972
M6A,43.72618961354078,-79.45533454666722,43.72618961354078|-79.45533454666722
M6A,43.72624153205319,-79.45219646990586,43.72624153205319|-79.45219646990586
M6A,43.72629712488562,-79.45426225662231,43.72629712488562|-79.45426225662231
M6A,43.72629982857244,-79.45226418913343,43.72629982857244|-79.45226418913343
M6A 3A1,43.72638120000001,-79.45107999999998,43.726381200000006|-79.45107999999998
M1L,43.726426,-79.29693,43.726426000000004|-79.29693
M6A 3A1,43.72644624289553,-79.450564443079,43.726446242895534|-79.450564443079
M6A,43.72658365,-79.45266115,43.72658365|-79.45266115
M9W 2M3,43.72680821318753,-79.54612139208658,43.72680821318753|-79.54612139208658
M4N 1S9,43.72696303913754,-79.39438246708775,43.726963039137544|-79.39438246708775
M6A,43.72698291346064,-79.45167344456891,43.72698291346064|-79.45167344456891
M6A,43.72699993064192,-79.4512895821115,43.72699993064192|-79.4512895821115
M6A,43.727006161344995,-79.45188256634867,43.727006161344995|-79.45188256634867
M4N,43.727023564736655,-79.37897619381494,43.727023564736655|-79.37897619381494
M1L 2L9,43.72715,-79.29278199999997,43.72715|-79.29278199999999
M4N,43.72732441416303,-79.37956273555757,43.72732441416303|-79.37956273555757
M4N,43.72733415672509,-79.37822227183874,43.727334156725085|-79.37822227183874
M4N 1T3,43.7274366,-79.3902635,43.727436600000004|-79.3902635
M3K,43.727943,-79.478551,43.727942999999996|-79.478551
M3L 0E3,43.72796608500485,-79.52231249726017,43.72796608500485|-79.52231249726017
M1L,43.728053,-79.29414200000002,43.728053|-79.29414200000001
M3K 1G6,43.72831759733911,-79.47808148031666,43.7283175973391|-79.47808148031666
M4N 2L6,43.728888,-79.40303399999998,43.728888|-79.40303399999999
M4N 2L6,43.729273712935324,-79.40321132426091,43.72927371293532|-79.40321132426091
M5M,43.72982,-79.40365,43.729820000000004|-79.40365
M1L 0H6,43.730396388418576,-79.28517752385322,43.730396388418576|-79.28517752385322
M3K 1E7,43.730480310428,-79.46684451269827,43.730480310428|-79.46684451269827
M3K 1E6,43.730482902230214,-79.46642184396893,43.730482902230214|-79.46642184396893
M3K 1E6,43.730491854293696,-79.46652955512842,43.730491854293696|-79.46652955512842
M1L 0H6,43.730517157465705,-79.28517963708036,43.730517157465705|-79.28517963708036
M1L 4S3,43.730846,-79.28855,43.730846|-79.28855
M1L,43.73087869819469,-79.28341250574856,43.73087869819469|-79.28341250574856
M3K 2C8,43.73090022835022,-79.45571745452159,43.73090022835022|-79.45571745452159
M1L 4C5,43.731399181254034,-79.2883172116733,43.73139918125403|-79.2883172116733
M4N 2M7,43.73159254236985,-79.40388881011391,43.731592542369846|-79.40388881011391
M3K 2C8,43.732211,-79.45184300000003,43.732211|-79.45184300000001
M4N 2M9,43.73236191776461,-79.40389358681891,43.732361917764614|-79.40389358681891
M3K 1E3,43.732716695962885,-79.45471700811727,43.732716695962885|-79.45471700811727
M3K 2C8,43.73282495775122,-79.45183753967284,43.73282495775122|-79.45183753967284
M3K 2C8,43.732839,-79.453067,43.732839|-79.453067
M3K,43.733176,-79.45076,43.733176|-79.45076
M9V 1N8,43.73320180735728,-79.59253758451516,43.733201807357275|-79.59253758451516
M3C,43.733573973234606,-79.35832879576286,43.7335739732346|-79.35832879576286
M1L,43.733638786308916,-79.27929783335928,43.733638786308916|-79.27929783335928
M1L 4C9,43.73371356406442,-79.29034039378165,43.73371356406442|-79.29034039378165
M9M 1M3,43.733757332245894,-79.53661464486659,43.733757332245894|-79.53661464486659
M1K,43.734092,-79.258352,43.734092|-79.258352
M3C,43.73410440082706,-79.35832146261272,43.734104400827064|-79.35832146261272
M1K 2R5,43.73491125371121,-79.25744041671894,43.73491125371121|-79.25744041671894
M9M,43.7349983,-79.5338132,43.734998299999994|-79.5338132
M3B,43.735149648029356,-79.35564748942845,43.73514964802936|-79.35564748942845
M1K 2S3,43.73673,-79.249051,43.73673|-79.249051
M1M 1R5,43.73704693152706,-79.21794354915619,43.73704693152706|-79.21794354915619
M3B,43.737261,-79.34586800000002,43.737261|-79.34586800000001
M1M 2Z6,43.737541,-79.217342,43.737541|-79.217342
M1M,43.73793653498368,-79.21707580115255,43.73793653498368|-79.21707580115255
M1M 1R5,43.738161657083204,-79.21837761881268,43.738161657083204|-79.21837761881268
M9M 2T7,43.7383895,-79.53934670000002,43.738389500000004|-79.53934670000001
M1R 1X9,43.73871092593309,-79.2965012393443,43.73871092593309|-79.2965012393443
M1M 1R5,43.73885598089653,-79.21777725219727,43.73885598089653|-79.21777725219727
M3K,43.7388902980524,-79.47224241624077,43.738890298052404|-79.47224241624077
M9M 1M8,43.73918047709297,-79.53900240275159,43.73918047709297|-79.53900240275159
M9M 1M8,43.739466575344274,-79.53889811118543,43.739466575344274|-79.53889811118543
M3N,43.739642,-79.513631,43.739641999999996|-79.513631
M3L 1S1,43.73986,-79.51333000000002,43.73986|-79.51333000000001
M3L,43.739908410840556,-79.51226143309357,43.739908410840556|-79.51226143309357
M3L,43.740104399774324,-79.51255243633483,43.740104399774324|-79.51255243633483
M9M 1S5,43.7401206464892,-79.54022644747191,43.7401206464892|-79.54022644747191
M1M,43.74020291974672,-79.21704137534095,43.740202919746714|-79.21704137534095
M3L,43.74023560000001,-79.51255019999998,43.740235600000005|-79.51255019999999
M1K 3W8,43.74033283647285,-79.26556157149591,43.740332836472845|-79.26556157149591
M3A 1C6,43.74087100000001,-79.31976800000002,43.740871000000006|-79.31976800000001
M3N,43.741085183694466,-79.51349681782587,43.741085183694466|-79.51349681782587
M3L,43.74120938683009,-79.51323876106237,43.74120938683009|-79.51323876106237
M1R 5B6,43.7413,-79.289345,43.7413|-79.289345
M3A 1C3,43.74165475436789,-79.3186868935801,43.741654754367886|-79.3186868935801
M3A 3P8,43.741668402840084,-79.31462510722652,43.741668402840084|-79.31462510722652
M9V 5G5,43.74169600000001,-79.584379,43.741696000000005|-79.584379
M1R 1T2,43.741839447586834,-79.30929636830312,43.741839447586834|-79.30929636830312
M3A 3P8,43.742128,-79.31459,43.742128|-79.31459
M3A 3P8,43.74215772864446,-79.31416022446446,43.74215772864446|-79.31416022446446
M3A 3P8,43.74215829489747,-79.31414057283564,43.74215829489747|-79.31414057283564
M1J 2H1,43.742173559826774,-79.22419309616089,43.742173559826774|-79.22419309616089
M3A,43.74222883525466,-79.31357696452841,43.74222883525466|-79.31357696452841
M1J 2H1,43.742234,-79.22377,43.742234|-79.22377
M3N 1C2,43.742448466456786,-79.51531966611265,43.742448466456786|-79.51531966611265
M1J,43.742499770152904,-79.22347479072856,43.742499770152904|-79.22347479072856
M1R 2Y2,43.742542,-79.30537,43.742542|-79.30537
M3A,43.7426369394914,-79.3130521120638,43.7426369394914|-79.3130521120638
M3A,43.742692,-79.313914,43.742692|-79.313914
M1J,43.742814,-79.21641600000002,43.742814|-79.21641600000001
M1R 2Y2,43.74289206733353,-79.30494945617208,43.742892067333536|-79.30494945617208
M1R 2Y2,43.742903262594346,-79.30514824489153,43.742903262594346|-79.30514824489153
M1R,43.74290836654114,-79.30796427681433,43.74290836654114|-79.30796427681433
M1R 2Y2,43.742945784323645,-79.30508024882042,43.742945784323645|-79.30508024882042
M1J 2H7,43.742951088631926,-79.21676599653438,43.742951088631926|-79.21676599653438
M3A 3N4,43.742987,-79.31336800000003,43.742987|-79.31336800000001
M3A,43.74301966965932,-79.31212753804235,43.74301966965932|-79.31212753804235
M1R,43.74302901409442,-79.30453478465827,43.74302901409442|-79.30453478465827
M1J 2H7,43.74326082614387,-79.21506393214176,43.74326082614387|-79.21506393214176
M1R,43.74330116517001,-79.3047891068652,43.743301165170024|-79.3047891068652
M3B 1T3,43.74332071724288,-79.3754482269287,43.743320717242874|-79.3754482269287
